age;gender;inccat;ed;marital;savings
35;Мужской;25 - 49;Среднее;Не женат (не замужем);17,1
48;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);12,3
31;Женский;25 - 49;Неполное среднее;Женат (замужем);19
23;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);17,7
26;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);11,7
30;Женский;25 - 49;Среднее;Не женат (не замужем);23,8
42;Мужской;25 - 49;Среднее;Не женат (не замужем);15,5
52;Мужской;25 - 49;Среднее специальное;Женат (замужем);20,1
40;Женский;50 - 74;Неполное среднее;Не женат (не замужем);33,6
24;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);11,2
24;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);9,4
66;Женский;18 - 24;Среднее;Не женат (не замужем);7
48;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);18,7
40;Мужской;18 - 24;Среднее;Женат (замужем);9
45;Мужской;50 - 74;Высшее, ученая степень;Не женат (не замужем);30,3
61;Женский;75+;Среднее;Не женат (не замужем);77,1
38;Мужской;25 - 49;Среднее;Женат (замужем);16,7
35;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);16,8
56;Мужской;25 - 49;Среднее;Не женат (не замужем);17,8
20;Женский;25 - 49;Неполное среднее;Женат (замужем);12,7
62;Мужской;75+;Неполное среднее;Женат (замужем);49,9
48;Женский;75+;Незаконченное высшее;Женат (замужем);59,6
38;Мужской;18 - 24;Среднее специальное;Женат (замужем);10,5
49;Женский;75+;Среднее специальное;Не женат (не замужем);84,8
53;Женский;75+;Неполное среднее;Женат (замужем);89,9
69;Мужской;18 - 24;Неполное среднее;Женат (замужем);4,5
27;Женский;25 - 49;Незаконченное высшее;Женат (замужем);15,7
53;Мужской;50 - 74;Среднее;Не женат (не замужем);25,2
30;Женский;18 - 24;Среднее специальное;Женат (замужем);9,1
36;Женский;50 - 74;Среднее;Женат (замужем);24,9
38;Женский;25 - 49;Неполное среднее;Не женат (не замужем);24,6
31;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);11,3
38;Мужской;25 - 49;Высшее, ученая степень;Женат (замужем);13,2
55;Женский;75+;Среднее;Не женат (не замужем);75,9
47;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);34
33;Мужской;75+;Среднее;Не женат (не замужем);49,7
31;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);18,7
34;Женский;25 - 49;Среднее специальное;Женат (замужем);17,5
43;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);17,7
44;Женский;25 - 49;Среднее специальное;Женат (замужем);19,1
25;Мужской;18 - 24;Среднее;Женат (замужем);10,7
58;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);7,6
48;Мужской;25 - 49;Неполное среднее;Женат (замужем);15,1
31;Мужской;25 - 49;Среднее;Не женат (не замужем);19,4
35;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);10,6
60;Мужской;75+;Среднее;Женат (замужем);75,6
28;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);14,5
60;Мужской;75+;Незаконченное высшее;Женат (замужем);60,7
45;Женский;50 - 74;Среднее специальное;Женат (замужем);26,3
49;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);15,3
